formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C40H49N3O7,[M - H]-,C40H48N3O7-,,1,7.466,2,5.466,0,0,,,3.364,,682.352,301,5.012,7.35186E+17,7.35171E+17,31592,
1,C30H55N5O5,[M - H]-,C30H54N5O5-,,1,42.914,35.687,7.228,20,0.873,4.546,4.546,4.565,,564.416,301,5.012,7.35186E+17,7.35171E+17,31600,
1,C36H57N3O5,[M - H]-,C36H56N3O5-,,0.897,47.99,40.763,7.227,12,0.957,3.244,3.447,-1.893,,610.421,301,5.012,7.35186E+17,7.35171E+17,31610,
1,C30H56ClN5O5,[M - H]-,C30H55ClN5O5-,,1,16.348,7.142,9.206,1,0.438,4.467,4.467,4.745,,600.393,301,5.012,7.35186E+17,7.35171E+17,31613,
1,C11H16O5,[M - H]-,C11H15O5-,,1,55.329,52.421,2.908,7,0.985,4.372,4.372,4.284,,227.093,301,5.012,7.35186E+17,7.35171E+17,31601,
1,C20H26O10,[M - H]-,C20H25O10-,,0.143,195.143,195.143,0,38,0.593,4.88,4.88,4.209,,425.147,301,5.012,7.35186E+17,7.35171E+17,32167,
1,C24H30O11,[M - H]-,C24H29O11-,,1,165.173,164.1,1.073,44,0.703,5.173,5.173,4.815,,493.174,301,5.012,7.35186E+17,7.35171E+17,32495,
1,C29H52N4O8,[M - H]-,C29H51N4O8-,,1,28.678,24.536,4.142,23,0.819,3.867,3.867,4.631,,583.374,301,5.02,7.35186E+17,7.35171E+17,31640,
1,C18H24O6,[M - H]-,C18H23O6-,,0.143,191.682,191.682,0,39,0.597,4.533,4.533,5.066,,335.152,301,5.02,7.35186E+17,7.35171E+17,30986,
1,C23H28O11,[M - H]-,C23H27O11-,,0.143,300.509,300.509,0,45,0.683,5.149,5.149,4.789,,479.158,301,5.02,7.35186E+17,7.35171E+17,31197,
1,C23H30O9,[M - H]-,C23H29O9-,,0.872,222.284,222.284,0,35,0.469,4.758,4.758,3.704,,449.183,301,5.021,7.35186E+17,7.35171E+17,30845,
1,C46H75N5O8,[M - H]-,C46H74N5O8-,,0.969,26.202,20.008,6.194,16,0.808,2.629,3.595,0.378,,824.555,301,5.021,7.35186E+17,7.35171E+17,31675,
1,C15H28N2O5,[M - H]-,C15H27N2O5-,,1,78.762,76.221,2.541,25,0.935,4.833,4.833,4.963,,315.194,301,5.021,7.35186E+17,7.35171E+17,31686,
1,C20H24O8,[M - H]-,C20H23O8-,,1,153.467,152.269,1.198,48,0.851,3.194,3.194,3.295,,391.141,301,5.021,7.35186E+17,7.35171E+17,31855,
1,C23H32O10,[M - H]-,C23H31O10-,,1,223.913,221.469,2.444,35,0.6,4.948,4.948,3.723,,467.194,301,5.021,7.35186E+17,7.35171E+17,31873,
1,C21H26O8,[M - H]-,C21H25O8-,,0.125,152.917,152.917,0,31,0.452,4.867,4.867,3.304,,405.157,301,5.021,7.35186E+17,7.35171E+17,31960,
1,C18H29ClN2O4,[M - H]-,C18H28ClN2O4-,,0.934,28.258,28.258,0,10,0.271,4.64,4.64,-4.442,,371.173,301,5.021,7.35186E+17,7.35171E+17,31519,
1,C24H34O11,[M - H]-,C24H33O11-,,0.843,220.609,220.609,0,44,0.706,4.463,4.463,4.152,,497.205,301,5.022,7.35186E+17,7.35171E+17,31186,
1,C25H30N4O7,[M - H]-,C25H29N4O7-,,0.159,220.881,220.881,0,47,0.798,5.327,5.327,1.442,,497.205,301,5.022,7.35186E+17,7.35171E+17,32072,
1,C21H37N3O7,[M - H]-,C21H36N3O7-,,1,41.77,38.538,3.232,18,0.917,3.803,3.803,3.36,,442.257,301,5.024,7.35186E+17,7.35171E+17,31713,
1,C30H54N4O9,[M - H]-,C30H53N4O9-,,0.5,72.202,67.252,4.949,32,0.814,2.323,2.629,4.756,,613.385,302,5.028,7.35186E+17,7.35171E+17,31929,
1,C20H23ClN2O5,[M - H]-,C20H22ClN2O5-,,1,204.841,204.841,0,40,0.522,4.167,4.326,-4.08,,405.121,302,5.028,7.35186E+17,7.35171E+17,31437,
1,C23H35F3N4O6S,[M - H]-,C23H34F3N4O6S-,,0.724,172.897,172.897,0,47,0.732,4.011,4.011,0.99,,551.216,302,5.028,7.35186E+17,7.35171E+17,31751,
1,C25H29N3O8,[M - H]-,C25H28N3O8-,,1,71.277,71.277,0,39,0.908,4.366,4.366,4.56,,498.19,302,5.028,7.35186E+17,7.35171E+17,31733,
1,C9H8O6,[M - H]-,C9H7O6-,,1,65.688,65.688,0,18,0.741,4.463,4.463,3.973,,211.026,302,5.03,7.35186E+17,7.35171E+17,31704,
1,C24H30O13,[M - H]-,C24H29O13-,,0.989,275.794,275.794,0,40,0.63,4.442,4.442,4.657,,525.164,302,5.034,7.35186E+17,7.35171E+17,32304,
1,C24H32O10,[M - H]-,C24H31O10-,,0.129,341.35,341.35,0,45,0.658,5.167,5.167,4.339,,479.194,302,5.036,7.35186E+17,7.35171E+17,31268,
1,C17H33NO2S,[M - H]-,C17H32NO2S-,,1,56.128,56.128,0,15,0.793,4.379,4.379,6.703,,314.218,302,5.036,7.35186E+17,7.35171E+17,31757,
1,C16H30N2O4,[M - H]-,C16H29N2O4-,,1,38.528,31.825,6.703,15,0.982,4.209,4.209,4.818,,313.215,302,5.036,7.35186E+17,7.35171E+17,31762,
1,C20H28O10,[M - H]-,C20H27O10-,,1,160.966,157.433,3.533,52,0.893,4.519,4.519,3.908,,427.163,302,5.036,7.35186E+17,7.35171E+17,31913,
1,C24H32O10,[M - H]-,C24H31O10-,,0.994,196.652,196.382,0.27,40,0.618,4.722,4.722,4.276,,479.194,302,5.036,7.35186E+17,7.35171E+17,32309,
1,C16H20O5,[M - H]-,C16H19O5-,,1,149.424,146.94,2.484,36,0.552,4.025,4.025,4.063,,291.125,302,5.038,7.35186E+17,7.35171E+17,30912,
1,C20H26O8,[M - H]-,C20H25O8-,,1,160.677,160.323,0.354,36,0.542,4.916,4.916,3.1,,393.157,302,5.038,7.35186E+17,7.35171E+17,30945,
1,C20H28O7,[M - H]-,C20H27O7-,,1,228.138,224.763,3.374,54,0.891,4.978,4.978,2.909,,379.177,302,5.038,7.35186E+17,7.35171E+17,31782,
1,C16H22O6,[M - H]-,C16H21O6-,,1,187.238,184.616,2.622,42,0.546,4.594,4.594,4.102,,309.136,302,5.038,7.35186E+17,7.35171E+17,31820,
1,C23H32O12,[M - H]-,C23H31O12-,,1,166.297,165.512,0.784,48,0.794,4.71,4.71,4.828,,499.185,302,5.038,7.35186E+17,7.35171E+17,31852,
1,C23H30O12,[M - H]-,C23H29O12-,,1,250.545,250.545,0,43,0.723,5.339,5.339,4.888,,497.169,302,5.038,7.35186E+17,7.35171E+17,32285,
1,C9H16O4,[M - H]-,C9H15O4-,,1,40.724,38.318,2.406,6,0.994,3.887,3.887,4.209,,187.098,302,5.038,7.35186E+17,7.35171E+17,31620,
1,C12H20O7,[M - H]-,C12H19O7-,,1,61.072,59.673,1.399,8,0.972,3.987,3.987,4.12,,275.115,302,5.038,7.35186E+17,7.35171E+17,31788,
1,C23H41N3O6,[M - H]-,C23H40N3O6-,,1,65.206,59.945,5.261,16,0.951,4.977,4.977,4.271,,454.294,302,5.039,7.35186E+17,7.35171E+17,31831,
1,C29H57N5O4,[M - H]-,C29H56N5O4-,,0.61,65.712,65.336,0.377,29,0.702,2.941,3.068,4.942,,538.436,302,5.039,7.35186E+17,7.35171E+17,31906,
1,C35H59N3O4,[M - H]-,C35H58N3O4-,,0.999,50.82,46.081,4.74,10,0.853,4.085,4.085,-1.884,,584.442,302,5.039,7.35186E+17,7.35171E+17,31953,
1,C31H58FNO7,[M - H]-,C31H57FNO7-,,0.489,1.735,-0.738,2.473,0,0,1.523,1.523,1.576,,574.413,302,5.039,7.35186E+17,7.35171E+17,31967,
1,C25H34O12,[M - H]-,C25H33O12-,,1,174.377,172.837,1.54,50,0.816,5.574,5.574,4.151,,525.2,302,5.04,7.35186E+17,7.35171E+17,31658,
1,C19H22O8,[M - H]-,C19H21O8-,,1,196.886,193.791,3.095,35,0.583,5.062,5.062,4.001,,377.126,302,5.041,7.35186E+17,7.35171E+17,32750,
1,C11H15N5O7S2,[M - H]-,C11H14N5O7S2-,,0.998,34.3,34.3,0,18,0.638,0.89,1.4,3.129,,392.035,303,5.042,7.35186E+17,7.35171E+17,31789,
1,C12H15F3O9S,[M - H]-,C12H14F3O9S-,,0.776,107.543,104.741,2.802,30,0.676,2.395,3.406,0.713,,391.032,303,5.042,7.35186E+17,7.35171E+17,31858,
1,C9H10O6S,[M - H]-,C9H9O6S-,,1,38.685,38.685,0,7,0.931,4.246,4.246,4.112,,245.014,303,5.044,7.35186E+17,7.35171E+17,31836,
1,C20H29ClF2N2O5Si,[M - H]-,C20H28ClF2N2O5Si-,,0.672,248.768,248.768,0,48,0.705,3.68,4.12,-1.208,,477.142,303,5.044,7.35186E+17,7.35171E+17,32212,
1,C25H43N3O9,[M - H]-,C25H42N3O9-,,0.99,96.646,93.785,2.861,36,0.917,4.142,4.142,4.744,,528.295,303,5.045,7.35186E+17,7.35171E+17,31740,
1,C17H31N3O4,[M - H]-,C17H30N3O4-,,1,64.521,63.046,1.476,17,0.958,4.788,4.788,3.233,,340.225,303,5.045,7.35186E+17,7.35171E+17,31806,
1,C20H37N3O5,[M - H]-,C20H36N3O5-,,1,42.61,40.099,2.511,20,0.915,4.04,4.04,3.88,,398.268,303,5.045,7.35186E+17,7.35171E+17,31815,
1,C15H26N2O4,[M - H]-,C15H25N2O4-,,1,143.131,143.131,0,51,0.95,4.844,4.844,4.674,,297.183,303,5.045,7.35186E+17,7.35171E+17,31822,
1,C34H54N2O5,[M - H]-,C34H53N2O5-,,0.998,26.774,22.566,4.208,21,0.779,1.995,3.378,-2.136,,569.395,303,5.045,7.35186E+17,7.35171E+17,31907,
1,C19H28O9,[M - H]-,C19H27O9-,,0.167,178.286,178.286,0,40,0.603,5.3,5.3,3.668,,399.168,303,5.045,7.35186E+17,7.35171E+17,31975,
1,C17H22O8,[M - H]-,C17H21O8-,,0.2,267.152,267.152,0,41,0.668,5.024,5.024,3.31,,353.125,303,5.045,7.35186E+17,7.35171E+17,32169,
1,C21H28O11,[M - H]-,C21H27O11-,,1,240.319,237.179,3.14,39,0.644,4.928,4.928,4.185,,455.158,303,5.045,7.35186E+17,7.35171E+17,32492,
1,C18H30N2O6,[M - H]-,C18H29N2O6-,,1,113.924,109.431,4.492,47,0.874,4.43,4.43,3.52,,369.204,303,5.045,7.35186E+17,7.35171E+17,32505,
1,C22H28O8,[M - H]-,C22H27O8-,,0.143,120.968,120.968,0,41,0.62,3.239,3.239,3.766,,419.173,303,5.045,7.35186E+17,7.35171E+17,31216,
1,C21H28O10,[M - H]-,C21H27O10-,,1,165.933,164.737,1.196,52,0.854,5.183,5.183,3.961,,439.163,303,5.046,7.35186E+17,7.35171E+17,32419,
1,C39H61N5O8,[M - H]-,C39H60N5O8-,,1,51.919,51.919,0,37,0.904,3.127,3.127,-0.272,,726.445,303,5.046,7.35186E+17,7.35171E+17,31818,
1,C12H18O5,[M - H]-,C12H17O5-,,1,153.763,151.04,2.722,38,0.976,3.776,3.776,3.703,,241.109,303,5.046,7.35186E+17,7.35171E+17,31917,
1,C20H24O9,[M - H]-,C20H23O9-,,1,226.389,225.294,1.096,33,0.496,4.77,4.77,3.596,,407.136,303,5.046,7.35186E+17,7.35171E+17,32046,
1,C24H30O12,[M - H]-,C24H29O12-,,0.139,220.809,220.809,0,45,0.714,5.141,5.141,4.498,,509.169,303,5.046,7.35186E+17,7.35171E+17,32534,
1,C24H41N3O8,[M - H]-,C24H40N3O8-,,1,44.647,41.815,2.833,17,0.942,3.725,3.725,4.879,,498.285,303,5.047,7.35186E+17,7.35171E+17,31799,
1,C22H28O10,[M - H]-,C22H27O10-,,1,190.962,188.937,2.025,40,0.69,4.86,4.86,4.321,,451.163,303,5.047,7.35186E+17,7.35171E+17,32590,
1,C32H50O12,[M - H]-,C32H49O12-,,0.996,124.435,124.435,0,31,0.623,4.46,4.46,-1.904,,625.322,303,5.047,7.35186E+17,7.35171E+17,31857,
1,C23H42ClN3O6,[M - H]-,C23H41ClN3O6-,,0.811,29.611,29.611,0,6,0.858,4.255,4.255,4.595,,490.271,303,5.048,7.35186E+17,7.35171E+17,31851,
1,C22H26O11,[M - H]-,C22H25O11-,,1,291.389,289.896,1.492,41,0.581,5.004,5.004,3.945,,465.142,303,5.052,7.35186E+17,7.35171E+17,32256,
1,C23H32O9,[M - H]-,C23H31O9-,,1,215.13,215.13,0,43,0.594,5.076,5.076,4.353,,451.199,303,5.053,7.35186E+17,7.35171E+17,31552,
1,C20H26O8,[M - H]-,C20H25O8-,,1,161.202,161.202,0,35,0.547,4.981,4.981,4.219,,393.157,303,5.053,7.35186E+17,7.35171E+17,31980,
1,C18H24O9,[M - H]-,C18H23O9-,,1,245.238,244.127,1.111,36,0.68,4.875,4.875,3.117,,383.136,303,5.054,7.35186E+17,7.35171E+17,31861,
1,C18H26O9,[M - H]-,C18H25O9-,,1,161.769,159.147,2.623,32,0.536,5.307,5.307,3.464,,385.152,303,5.054,7.35186E+17,7.35171E+17,31326,
1,C17H22O6,[M - H]-,C17H21O6-,,1,180.336,180.336,0,38,0.512,4.822,4.822,4.758,,321.136,303,5.054,7.35186E+17,7.35171E+17,31717,
1,C18H24O6,[M - H]-,C18H23O6-,,0.143,189.001,189.001,0,40,0.603,4.507,4.507,4.828,,335.152,303,5.054,7.35186E+17,7.35171E+17,31832,
1,C20H30O9,[M - H]-,C20H29O9-,,1,216.204,215.677,0.526,38,0.569,5.269,5.269,3.107,,413.183,303,5.056,7.35186E+17,7.35171E+17,32525,
1,C29H44N8O4,[M - H]-,C29H43N8O4-,,1,100.529,94.846,5.683,41,0.75,3.145,3.476,2.564,,567.343,303,5.057,7.35186E+17,7.35171E+17,31021,
1,C34H60N6O8,[M - H]-,C34H59N6O8-,,1,93.346,90.809,2.537,27,0.856,3.574,3.574,4.877,,679.443,303,5.057,7.35186E+17,7.35171E+17,31346,
1,C37H68N6O9,[M - H]-,C37H67N6O9-,,1,62.228,58.185,4.043,27,0.748,2.764,2.764,4.785,,739.501,303,5.057,7.35186E+17,7.35171E+17,31406,
1,C40H71ClO9,[M - H]-,C40H70ClO9-,,0.882,13.049,9.017,4.032,1,0.488,1.147,1.147,1.09,,729.472,303,5.057,7.35186E+17,7.35171E+17,31572,
1,C18H33N3O5,[M - H]-,C18H32N3O5-,,1,52.728,50.191,2.536,30,0.804,4.897,4.897,3.688,,370.236,303,5.057,7.35186E+17,7.35171E+17,32031,
1,C40H51NO4,[M - H]-,C40H50NO4-,,0.666,7.134,7.134,0,3,0.183,3.654,3.654,-0.859,,608.374,303,5.057,7.35186E+17,7.35171E+17,32044,
1,C36H53N5O4,[M - H]-,C36H52N5O4-,,0.812,19.524,19.524,0,8,0.388,1.249,2.296,1.134,,618.403,303,5.057,7.35186E+17,7.35171E+17,32094,
1,C17H18N2O6,[M - H]-,C17H17N2O6-,,1,114.367,111.241,3.126,43,0.84,4.924,4.924,2.956,,345.11,303,5.057,7.35186E+17,7.35171E+17,31926,
1,C20H28O8,[M - H]-,C20H27O8-,,1,227.867,227.867,0,40,0.7,4.812,4.812,4.096,,395.173,304,5.058,7.35186E+17,7.35171E+17,31061,
1,C22H28O9,[M - H]-,C22H27O9-,,1,175.494,174.175,1.318,30,0.409,4.98,4.98,4.628,,435.168,304,5.058,7.35186E+17,7.35171E+17,31692,
1,C17H23FN4O6,[M - H]-,C17H22FN4O6-,,1,136.831,134.279,2.552,51,0.884,3.901,3.903,-2.08,,397.152,304,5.058,7.35186E+17,7.35171E+17,32757,
1,C25H30O11,[M - H]-,C25H29O11-,,1,148.533,148.533,0,39,0.649,5.296,5.296,3.751,,505.173,304,5.06,7.35186E+17,7.35171E+17,32510,
1,C11H22O3Si2,[M - H]-,C11H21O3Si2-,,1,48.717,48.717,0,13,0.817,3.812,3.812,3.574,,257.104,304,5.061,7.35186E+17,7.35171E+17,32056,
1,C35H52N2O6,[M - H]-,C35H51N2O6-,,1,90.525,90.525,0,26,0.627,2.024,2.673,-1.732,,595.374,304,5.062,7.35186E+17,7.35171E+17,31962,
1,C21H24O9,[M - H]-,C21H23O9-,,0.997,137.739,135.291,2.448,34,0.525,4.888,4.888,3.946,,419.136,304,5.063,7.35186E+17,7.35171E+17,32240,
1,C18H22O7,[M - H]-,C18H21O7-,,0.143,155.384,155.384,0,35,0.398,4.9,4.9,3.132,,349.13,304,5.064,7.35186E+17,7.35171E+17,31715,
1,C18H22O7,[M - H]-,C18H21O7-,,1,160.466,158.494,1.972,38,0.417,4.793,4.793,3.218,,349.13,304,5.064,7.35186E+17,7.35171E+17,32756,
1,C24H32O11,[M - H]-,C24H31O11-,,0.948,155.553,154.791,0.762,40,0.695,5.173,5.173,4.715,,495.19,304,5.064,7.35186E+17,7.35171E+17,31617,
1,C26H32O13,[M - H]-,C26H31O13-,,0.987,211.691,211.691,0,44,0.653,4.725,4.725,4.945,,551.18,304,5.064,7.35186E+17,7.35171E+17,31908,
1,C24H32O11,[M - H]-,C24H31O11-,,0.142,151.891,151.891,0,48,0.813,5.404,5.404,4.694,,495.19,304,5.064,7.35186E+17,7.35171E+17,32694,
1,C21H26O10,[M - H]-,C21H25O10-,,0.167,136.009,136.009,0,33,0.472,4.992,4.992,4.231,,437.147,304,5.064,7.35186E+17,7.35171E+17,32701,
1,C41H73N7O11,[M - H]-,C41H72N7O11-,,0.419,34.784,30.764,4.019,31,0.816,3.799,3.799,4.842,,838.534,304,5.065,7.35186E+17,7.35171E+17,31876,
1,C26H34O13,[M - H]-,C26H33O13-,,0.113,223.236,223.236,0,44,0.703,5.076,5.076,4.836,,553.195,304,5.073,7.35186E+17,7.35171E+17,30846,
1,C22H42O12,[M - H]-,C22H41O12-,,0.919,110.678,109.269,1.408,39,0.823,4.063,4.063,3.76,,497.262,304,5.073,7.35186E+17,7.35171E+17,32071,
1,C15H20O6,[M - H]-,C15H19O6-,,1,162.499,160.841,1.658,49,0.906,4.67,4.67,4.026,,295.12,304,5.073,7.35186E+17,7.35171E+17,32116,
1,C30H53N5O7,[M - H]-,C30H52N5O7-,,0.987,41.979,41.979,0,32,0.861,4.291,4.291,4.959,,594.39,304,5.074,7.35186E+17,7.35171E+17,32032,
1,C36H57N3O6,[M - H]-,C36H56N3O6-,,1,44.921,38.846,6.075,21,0.842,2.821,3.425,-1.708,,626.416,304,5.074,7.35187E+17,7.35171E+17,32205,
1,C35H56ClN3O5,[M - H]-,C35H55ClN3O5-,,0.5,16.919,16.919,0,1,0.573,-3.436,3.436,-1.982,,632.382,304,5.074,7.35186E+17,7.35171E+17,32916,
1,C26H28N4O9,[M - H]-,C26H27N4O9-,,0.892,244.96,244.96,0,50,0.824,5.544,5.544,2.092,,539.179,304,5.075,7.35186E+17,7.35171E+17,31995,
1,C23H30O11,[M - H]-,C23H29O11-,,1,155.815,153.671,2.144,41,0.646,5.281,5.281,4.021,,481.173,304,5.075,7.35186E+17,7.35171E+17,32249,
1,C30H46N2O4,[M - H]-,C30H45N2O4-,,1,150.346,149.255,1.092,37,0.597,3.667,3.74,-3.542,,497.337,305,5.079,7.35186E+17,7.35171E+17,31934,
1,C18H32N2O6,[M - H]-,C18H31N2O6-,,1,89.466,83.957,5.509,37,0.954,4.679,4.679,3.636,,371.22,305,5.079,7.35186E+17,7.35171E+17,32028,
1,C30H46O8,[M - H]-,C30H45O8-,,0.915,5.005,4.23,0.775,0,0,3.013,3.013,3.09,,533.314,305,5.079,7.35186E+17,7.35171E+17,32165,
1,C26H48N4O8,[M - H]-,C26H47N4O8-,,1,59.577,54.568,5.009,20,0.922,3.891,3.891,4.715,,543.343,305,5.079,7.35186E+17,7.35171E+17,32181,
1,C35H62N6O8,[M - H]-,C35H61N6O8-,,1,25.4,19.009,6.39,21,0.776,3.98,3.98,4.951,,693.459,305,5.079,7.35186E+17,7.35171E+17,32273,
1,C24H42N4O5,[M - H]-,C24H41N4O5-,,1,189.27,186.737,2.532,49,0.599,5.024,5.024,4.311,,465.31,305,5.079,7.35186E+17,7.35171E+17,32296,
1,C35H53N3O6,[M - H]-,C35H52N3O6-,,1,135.028,135.028,0,38,0.56,1.205,2.426,-1.54,,610.385,305,5.079,7.35187E+17,7.35171E+17,32957,
1,C23H33N3O10S,[M - H]-,C23H32N3O10S-,,0.463,73.126,73.126,0,36,0.744,2.735,3.605,-1.51,,542.181,305,5.08,7.35186E+17,7.35171E+17,32119,
1,C21H30O8,[M - H]-,C21H29O8-,,0.143,207.732,207.732,0,52,0.904,1.09,1.984,3.442,,409.188,305,5.081,7.35186E+17,7.35171E+17,31546,
1,C17H24O7,[M - H]-,C17H23O7-,,0.167,178.072,178.072,0,49,0.87,4.49,4.49,3.165,,339.146,305,5.081,7.35186E+17,7.35171E+17,32857,
1,C36H57NO6,[M - H]-,C36H56NO6-,,0.498,47.865,47.865,0,16,0.405,1.903,2.713,0.698,,598.412,305,5.081,7.35186E+17,7.35171E+17,32215,
1,C21H28O8,[M - H]-,C21H27O8-,,0.886,192.337,191.102,1.235,39,0.547,4.792,4.792,4.172,,407.173,305,5.082,7.35186E+17,7.35171E+17,31755,
1,C40H42N2O9,[M - H]-,C40H41N2O9-,,0.815,100.757,97.747,3.01,39,0.849,3.476,3.476,-1.651,,693.281,305,5.086,7.35186E+17,7.35171E+17,32155,
1,C23H45N7O5,[M - H]-,C23H44N7O5-,,1,81.899,81.899,0,35,0.788,1.805,2.965,-1.266,,498.34,305,5.087,7.35186E+17,7.35171E+17,32108,
1,C24H55N8O6S,[M - H]-,C24H54N8O6S-,,0.989,39.287,35.712,3.575,23,0.938,1.63,3.224,1.458,,582.39,305,5.087,7.35186E+17,7.35171E+17,32164,
1,C20H24N8O6S2,[M - H]-,C20H23N8O6S2-,,0.446,16.545,16.136,0.408,4,0.961,3.528,3.528,4.306,,535.121,305,5.088,7.35186E+17,7.35171E+17,32254,
1,C8H18O7S,[M - H]-,C8H17O7S-,,0.472,12.487,9.358,3.128,5,0.589,0.355,3.319,-3.18,,257.069,305,5.088,7.35186E+17,7.35171E+17,32290,
1,C11H15NO4S,[M - H]-,C11H14NO4S-,,1,27.383,19.865,7.518,7,0.836,4.109,4.109,4.169,,256.066,305,5.088,7.35186E+17,7.35171E+17,32402,
1,C15H21O6P,[M - H]-,C15H20O6P-,,0.384,264.513,260.945,3.569,44,0.463,4.422,4.422,-0.087,,327.1,305,5.089,7.35186E+17,7.35171E+17,32174,
1,C14H21O4P,[M - H]-,C14H20O4P-,,0.511,132.616,129.427,3.189,31,0.365,5.151,5.151,-1.269,,283.11,305,5.089,7.35186E+17,7.35171E+17,32187,
1,C23H28O17,[M - H]-,C23H27O17-,,1,56.939,56.939,0,28,0.694,3.202,3.559,-4.874,,575.123,305,5.089,7.35187E+17,7.35171E+17,32129,
1,C26H30N4O6,[M - H]-,C26H29N4O6-,,0.903,150.511,150.511,0,39,0.671,3.619,3.681,1.991,,493.21,305,5.09,7.35187E+17,7.35171E+17,31623,
1,C23H28O11,[M - H]-,C23H27O11-,,1,198.059,195.935,2.124,38,0.646,4.94,4.94,4.726,,479.158,305,5.09,7.35186E+17,7.35171E+17,32022,
1,C35H55N3O5,[M - H]-,C35H54N3O5-,,1,53.049,45.524,7.526,23,0.701,1.609,3.046,-2.625,,596.405,305,5.09,7.35186E+17,7.35171E+17,32207,
1,C19H40N10O5,[M - H]-,C19H39N10O5-,,0.768,93.2,93.2,0,30,0.54,2.923,3.067,4.457,,487.313,305,5.09,7.35187E+17,7.35171E+17,32278,
1,C8H19FNO3PS,[M - H]-,C8H18FNO3PS-,,0.978,20.854,20.854,0,5,0.681,-3.119,6.589,-1.91,,258.073,305,5.09,7.35186E+17,7.35171E+17,32293,
1,C27H36O12,[M - H]-,C27H35O12-,,1,209.075,209.075,0,37,0.604,5.185,5.185,4.608,,551.216,305,5.09,7.35187E+17,7.35171E+17,33291,
1,C22H24O10,[M - H]-,C22H23O10-,,0.979,156.56,156.56,0,33,0.429,4.545,4.545,3.354,,447.131,305,5.09,7.35186E+17,7.35171E+17,32228,
1,C30H52N4O9,[M - H]-,C30H51N4O9-,,1,144.149,141.393,2.756,35,0.691,3.897,3.897,4.935,,611.369,305,5.091,7.35186E+17,7.35171E+17,31921,
1,C24H41N3O7,[M - H]-,C24H40N3O7-,,1,47.906,47.72,0.186,25,0.888,4.234,4.234,4.511,,482.289,305,5.091,7.35186E+17,7.35171E+17,32146,
1,C25H45N3O8,[M - H]-,C25H44N3O8-,,0.997,45.063,39.491,5.571,20,0.918,4.206,4.206,4.435,,514.316,305,5.091,7.35186E+17,7.35171E+17,32216,
1,C29H51N5O7,[M - H]-,C29H50N5O7-,,1,40.872,36.002,4.87,18,0.711,2.731,2.731,4.32,,580.374,305,5.091,7.35187E+17,7.35171E+17,32578,
1,C18H21FN4O7,[M - H]-,C18H20FN4O7-,,0.13,106.003,106.003,0,38,0.505,0.922,3.474,-2.389,,423.131,305,5.091,7.35187E+17,7.35171E+17,32628,
1,C22H26O9,[M - H]-,C22H25O9-,,1,137.93,137.93,0,40,0.652,5.085,5.085,3.611,,433.152,305,5.091,7.35186E+17,7.35171E+17,30693,
1,C20H28O9,[M - H]-,C20H27O9-,,1,181.855,176.433,5.422,36,0.549,4.854,4.854,3.22,,411.167,305,5.091,7.35187E+17,7.35171E+17,31442,
1,C26H32O12,[M - H]-,C26H31O12-,,1,216.627,215.965,0.661,39,0.612,4.971,4.971,4.354,,535.184,305,5.092,7.35187E+17,7.35171E+17,32338,
1,C22H30O11,[M - H]-,C22H29O11-,,1,174.858,174.858,0,52,0.862,5.449,5.449,3.655,,469.173,306,5.094,7.35186E+17,7.35171E+17,32583,
1,C19H22O7,[M - H]-,C19H21O7-,,1,156.333,156.333,0,32,0.376,4.77,4.77,2.945,,361.13,306,5.098,7.35187E+17,7.35171E+17,31785,
1,C20H22O9,[M - H]-,C20H21O9-,,1,165.788,163.591,2.197,31,0.435,4.775,4.775,3.343,,405.12,306,5.098,7.35187E+17,7.35171E+17,32832,
1,C8H16F2NO4P,[M - H]-,C8H15F2NO4P-,,0.449,16.986,16.986,0,4,0.491,-6.111,6.111,-5.21,,258.07,306,5.099,7.35187E+17,7.35171E+17,32253,
1,C32H54N8O12,[M - H]-,C32H53N8O12-,,0.504,9.408,2,7.408,1,1,-0.086,0.086,-1.056,,741.378,306,5.099,7.35187E+17,7.35171E+17,32345,
1,C11H16O5S,[M - H]-,C11H15O5S-,,0.949,22.305,22.305,0,9,0.213,2.388,2.647,1.899,,259.065,306,5.099,7.35187E+17,7.35171E+17,32388,
1,C24H43N3O7,[M - H]-,C24H42N3O7-,,1,39.489,31.735,7.754,19,0.854,3.777,3.777,3.832,,484.305,306,5.099,7.35187E+17,7.35171E+17,32321,
1,C26H41N3O7,[M - H]-,C26H40N3O7-,,0.999,23.309,17.47,5.84,30,0.757,-0.46,3.354,-0.976,,506.287,306,5.099,7.35187E+17,7.35171E+17,32323,
1,C22H39N3O15,[M - H]-,C22H38N3O15-,,1,152.313,149.933,2.38,40,0.634,-0.748,2.644,-0.721,,584.23,306,5.099,7.35187E+17,7.35171E+17,32329,
1,C26H41N5O4,[M - H]-,C26H40N5O4-,,0.5,64.635,64.635,0,26,0.698,2.635,3.812,4.753,,486.311,306,5.099,7.35187E+17,7.35171E+17,32348,
