formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C2H5N4O5PS,[M - H]-,C2H4N4O5PS-,,0.999,18.573,18.573,0,6,1,-5.286,5.286,8.898,,226.967,32,0.532,7.35173E+17,7.35171E+17,25,
1,C2H2N4O11S,[M - H]-,C2HN4O11S-,,0.873,52.251,52.251,0,11,0.99,-2.347,3.311,3.11,,288.938,32,0.532,7.35173E+17,7.35171E+17,151,
1,C2H2N4O12,[M - H]-,C2HN4O12-,,0.743,18.085,18.085,0,6,0.992,-3.314,3.314,1.41,,272.96,32,0.533,7.35173E+17,7.35171E+17,3,
1,C8H9Cl3N4O9,[M - H]-,C8H8Cl3N4O9-,,0.485,21.741,21.741,0,9,1,-1.846,1.846,-3.141,,408.935,32,0.533,7.35173E+17,7.35171E+17,4,
1,C3O8Si,[M - H]-,C3-HO8Si-,,0.627,25.943,25.943,0,4,0.852,-2.491,2.816,-0.037,,190.929,32,0.533,7.35173E+17,7.35171E+17,7,
1,C9H8BrF5N2O10,[M - H]-,C9H7BrF5N2O10-,,0.367,20.523,20.523,0,7,0.912,3.552,4.291,3.897,,476.923,32,0.533,7.35173E+17,7.35171E+17,9,
1,C6H2N4O5S3,[M - H]-,C6HN4O5S3-,,0.627,39.526,36.228,3.297,8,0.902,-2.88,2.88,-5.889,,304.91,32,0.533,7.35173E+17,7.35171E+17,11,
1,C4H2F3N3O4S3,[M - H]-,C4HF3N3O4S3-,,0.876,42.566,37.172,5.394,14,0.872,2.933,3.199,-0.639,,307.908,32,0.533,7.35173E+17,7.35171E+17,13,
1,C2N4O5,[M - H]-,C2-HN4O5-,,0.996,28.209,28.209,0,5,0.996,-5.162,5.162,-3.099,,158.979,32,0.533,7.35173E+17,7.35171E+17,19,
1,C5H5N6O11PS,[M - H]-,C5H4N6O11PS-,,0.138,14.826,14.826,0,4,0.876,-1.501,3.308,0.682,,386.94,32,0.533,7.35173E+17,7.35171E+17,592,
1,C2H2N2O8,[M - H]-,C2HN2O8-,,1,24.056,22.115,1.94,2,0.726,-0.042,0.84,0.008,,180.974,32,0.533,7.35173E+17,7.35171E+17,628,
1,C4H4Cl2N4O6S,[M - H]-,C4H3Cl2N4O6S-,,0.69,38.317,36.571,1.746,8,0.934,-2.726,2.726,-1.39,,304.915,32,0.536,7.35173E+17,7.35171E+17,1376,
1,C6H11BrNO4PSSi,[M - H]-,C6H10BrNO4PSSi-,,0.5,39.035,39.035,0,10,0.885,6.867,6.867,1.189,,329.903,32,0.537,7.35173E+17,7.35171E+17,15,
1,C11H8Cl2NO5PS2,[M - H]-,C11H7Cl2NO5PS2-,,0.621,17.941,17.941,0,4,0.823,4.284,4.284,4.549,,397.89,32,0.537,7.35173E+17,7.35171E+17,110,
1,C17H15Cl3N4O10S3,[M - H]-,C17H14Cl3N4O10S3-,,0.532,19.132,19.132,0,10,0.806,-1.148,1.148,-2.571,,634.893,32,0.537,7.35173E+17,7.35171E+17,150,
1,C26H19Br3N4O5,[M - H]-,C26H18Br3N4O5-,,0.377,10.574,10.574,0,3,0.498,-5.969,5.969,-4.225,,702.88,32,0.537,7.35173E+17,7.35171E+17,190,
1,C5H5N4O6PS2,[M - H]-,C5H4N4O6PS2-,,0.214,20.545,20.545,0,4,0.862,0.462,0.462,1.717,,310.932,32,0.537,7.35173E+17,7.35171E+17,837,
1,C29H16Br2Cl2N4O7,[M - H]-,C29H15Br2Cl2N4O7-,,0.96,6.793,6.793,0,7,0.887,0.699,3.975,0.445,,758.869,32,0.541,7.35173E+17,7.35171E+17,867,
1,C5H5N4O7PS,[M - H]-,C5H4N4O7PS-,,0.367,22.309,20.724,1.585,6,0.984,-5.061,5.061,0.035,,294.954,32,0.541,7.35173E+17,7.35171E+17,28,
1,C6H4N8O5S3,[M - H]-,C6H3N8O5S3-,,0.306,12.674,7.538,5.136,3,0.897,-3.436,3.436,5.891,,362.942,32,0.541,7.35173E+17,7.35171E+17,46,
1,C12H19AsN2O11P2S2,[M - H]-,C12H18AsN2O11P2S2-,,1,13.872,9.118,4.754,4,0.591,-3.009,3.009,-0.123,,566.905,32,0.541,7.35173E+17,7.35171E+17,122,
1,C6H6O14P2S,[M - H]-,C6H5O14P2S-,,0.497,23.945,20.825,3.119,4,0.944,-1.313,1.91,8.426,,394.891,32,0.541,7.35173E+17,7.35171E+17,523,
1,C9H15IN2O9P2S,[M - H]-,C9H14IN2O9P2S-,,0.389,9.876,6.689,3.187,2,0.793,0.783,0.783,0.785,,514.895,32,0.541,7.35173E+17,7.35171E+17,1030,
1,C7H13Cl5N2O5,[M - H]-,C7H12Cl5N2O5-,,0.579,17.535,14.818,2.717,3,0.943,-0.946,1.68,-0.194,,378.919,32,0.541,7.35173E+17,7.35171E+17,1034,
1,C4H6O8P2,[M - H]-,C4H5O8P2-,,0.904,26.312,26.312,0,4,0.96,2.583,2.583,-8.619,,242.944,32,0.541,7.35173E+17,7.35171E+17,1057,
1,C3H6Cl2O4,[M - H]-,C3H5Cl2O4-,,0.637,16.144,13.885,2.259,1,0.848,-1.984,1.984,-1.472,,174.957,32,0.541,7.35173E+17,7.35171E+17,1173,
1,C16H19Cl7O8,[M - H]-,C16H18Cl7O8-,,0.457,8.866,8.465,0.401,2,0.689,-1.459,1.459,-0.094,,582.883,33,0.554,7.35173E+17,7.35171E+17,886,
1,C11H8Cl4N4O7,[M - H]-,C11H7Cl4N4O7-,,0.581,6.334,6.334,0,2,0.872,-1.458,1.458,-0.141,,446.907,33,0.554,7.35173E+17,7.35171E+17,1023,
1,C19H31Br2Cl5O6S,[M - H]-,C19H30Br2Cl5O6S-,,0.544,5.61,5.61,0,3,0.62,-1.289,1.289,0.437,,718.858,33,0.554,7.35173E+17,7.35171E+17,1039,
1,C25H16Br2Cl2N2O5,[M - H]-,C25H15Br2Cl2N2O5-,,0.891,6.013,6.013,0,2,0.611,-1.284,1.284,-4.386,,650.87,33,0.554,7.35173E+17,7.35171E+17,1012,
1,C3H2N4O14,[M - H]-,C3HN4O14-,,0.4,7.175,2.638,4.538,1,0.964,-4.756,4.756,-0.865,,316.949,34,0.562,7.35173E+17,7.35171E+17,776,
1,C18H10F7IN2O5S2,[M - H]-,C18H9F7IN2O5S2-,,0.789,3.342,3.342,0,4,0.993,-3.535,3.555,-2.059,,656.888,34,0.562,7.35173E+17,7.35171E+17,833,
1,C10H9IO5,[M - H]-,C10H8IO5-,,0.825,35.028,34.959,0.069,5,0.976,2.74,3.052,-4.463,,334.941,34,0.57,7.35173E+17,7.35171E+17,1356,
1,C11H5ClO4S,[M - H]-,C11H4ClO4S-,,0.243,63.836,63.836,0,9,0.828,1.912,1.912,2.132,,266.953,34,0.57,7.35173E+17,7.35171E+17,1371,
1,C3HF3N2O8,[M - H]-,C3F3N2O8-,,0.935,11.33,7.045,4.285,1,1,4.864,4.864,1.072,,248.961,34,0.57,7.35173E+17,7.35171E+17,787,
1,C5H6O20,[M - H]-,C5H5O20-,,0.541,6.765,2.166,4.599,0,0,,,-3.887,,384.936,34,0.57,7.35173E+17,7.35171E+17,792,
1,C12H16Br2N4O3S,[M - H]-,C12H15Br2N4O3S-,,0.168,1.025,-1.775,2.799,1,0.827,-4.703,4.703,1.349,,452.924,34,0.57,7.35173E+17,7.35171E+17,799,
1,C10H11IN4O11S,[M - H]-,C10H10IN4O11S-,,0.504,0.822,-2.219,3.041,2,0.872,-2.435,2.435,0.98,,520.912,34,0.57,7.35173E+17,7.35171E+17,803,
1,C20H21Br3N2O4,[M - H]-,C20H20Br3N2O4-,,0.534,1.462,0.391,1.072,0,0,,,3.656,,588.9,34,0.57,7.35173E+17,7.35171E+17,813,
1,C25H28Br4N4O8,[M - H]-,C25H27Br4N4O8-,,0.684,5.623,5.623,0,6,0.727,-2.485,2.773,0.15,,826.857,34,0.57,7.35173E+17,7.35171E+17,858,
1,C24H16I2N2O13,[M - H]-,C24H15I2N2O13-,,0.532,-0.609,-0.609,0,0,0,,,-4.689,,792.863,35,0.578,7.35173E+17,7.35171E+17,862,
1,C8HFO4,[M - H]-,C8FO4-,,0.551,12.89,11.386,1.504,2,0.982,-1.563,1.563,-0.337,,178.979,35,0.579,7.35173E+17,7.35171E+17,955,
1,C9HFO5,[M - H]-,C9FO5-,,0.59,13.993,12.188,1.805,3,0.973,-1.421,1.449,0.315,,206.974,35,0.579,7.35173E+17,7.35171E+17,1341,
1,C5BNO5,[M - H]-,C5-HBNO5-,,0.182,17.692,17.692,0,2,0.62,1.081,1.456,1.242,,162.984,35,0.579,7.35173E+17,7.35171E+17,1374,
1,C10O2,[M - H]-,C10-HO2-,,0.456,19.381,19.381,0,2,0.793,7.132,7.132,6.075,,150.983,35,0.579,7.35173E+17,7.35171E+17,1378,
1,C3H4ClN3O4,[M - H]-,C3H3ClN3O4-,,0.965,19.817,19.817,0,2,0.521,0.231,1.068,0.518,,179.982,35,0.579,7.35173E+17,7.35171E+17,1386,
1,C11H9IO6,[M - H]-,C11H8IO6-,,0.499,33.372,33.372,0,6,0.748,2.61,2.61,-4.876,,362.935,35,0.579,7.35173E+17,7.35171E+17,1391,
1,C3H4N3O6P,[M - H]-,C3H3N3O6P-,,0.541,17.61,17.61,0,3,0.474,1.873,1.873,2.188,,207.977,35,0.579,7.35173E+17,7.35171E+17,1392,
1,C5H7BN2O2S,[M - H]-,C5H6BN2O2S-,,0.537,31.823,31.823,0,7,0.889,1.017,1.849,1.047,,168.029,35,0.58,7.35173E+17,7.35171E+17,1393,
1,C4F2OS2,[M - H]-,C4-HF2OS2-,,1,12.818,12.818,0,1,0.802,-3.187,3.187,-2.102,,164.928,35,0.58,7.35173E+17,7.35171E+17,1412,
1,C3Cl3N3OS,[M - H]-,C3-HCl3N3OS-,,0.964,9.471,9.471,0,1,0.574,2.897,2.897,0.438,,229.876,35,0.585,7.35173E+17,7.35171E+17,1398,
1,C2H3F2O5S3,[M - H]-,C2H2F2O5S3-,,0.25,48.584,48.584,0,10,0.84,0.512,0.512,2.704,,239.904,35,0.585,7.35173E+17,7.35171E+17,1409,
1,C8H7NO6Se,[M - H]-,C8H6NO6Se-,,1,75.388,75.388,0,28,0.839,3.043,3.043,2.983,,285.943,35,0.586,7.35173E+17,7.35171E+17,1401,
1,C4H6FNO5PS,[M - H]-,C4H5FNO5PS-,,0.975,51.795,51.795,0,10,0.922,-2.062,2.73,-0.204,,228.962,35,0.589,7.35173E+17,7.35171E+17,1400,
1,C7H10N6O3Si2,[M - H]-,C7H9N6O3Si2-,,0.402,49.95,49.95,0,10,0.947,4.44,4.44,4.182,,281.029,35,0.589,7.35173E+17,7.35171E+17,1397,
1,C3H2N4O8,[M + Cl]-,C3H2ClN4O8-,,0.984,53.316,53.316,0,7,0.984,-4.364,4.364,-1.496,,256.956,35,0.589,7.35173E+17,7.35171E+17,1402,
1,C3H6N2O3P2S,[M - H]-,C3H5N2O3P2S-,,0.25,34.562,34.562,0,8,0.616,-2.145,2.997,2.276,,210.951,35,0.589,7.35173E+17,7.35171E+17,1405,
1,C3H6O6S3,[M - H]-,C3H5O6S3-,,1,26.632,26.632,0,5,0.911,0.802,1.08,1.269,,232.926,35,0.59,7.35173E+17,7.35171E+17,1394,
1,C2H6O5S2,[M - H]-,C2H5O5S2-,,0.994,35.824,35.824,0,4,0.967,1.059,1.059,1.394,,172.959,35,0.59,7.35173E+17,7.35171E+17,1396,
1,C5H7O4S5,[M - H]-,C5H6O4S5-,,0.165,49.093,49.093,0,10,0.918,-2.915,3.323,-1.422,,289.887,35,0.59,7.35173E+17,7.35171E+17,1406,
1,C7H8Br2N2O,[M - H]-,C7H7Br2N2O-,,0.87,16.547,16.547,0,1,0.958,-1.85,1.85,-1.539,,292.893,35,0.59,7.35173E+17,7.35171E+17,1408,
1,C8H10Br2N2O3S,[M - H]-,C8H9Br2N2O3S-,,0.989,16.162,16.162,0,7,0.744,1.548,2.782,-2.052,,370.87,35,0.59,7.35173E+17,7.35171E+17,1410,
1,C2H4O4S2,[M - H]-,C2H3O4S2-,,0.244,10.402,10.402,0,2,0.443,1.122,1.735,1.135,,154.948,35,0.591,7.35173E+17,7.35171E+17,1407,
1,C13H24O13,[M - H]-,C13H23O13-,,1,88.009,82.464,5.545,15,0.993,4.303,4.303,4.07,,387.116,36,0.595,7.35173E+17,7.35171E+17,1434,
1,C9H13Cl7O7S,[M - H]-,C9H12Cl7O7S-,,1,3.05,3.05,0,2,0.596,4.5,4.5,3.968,,508.815,36,0.596,7.35173E+17,7.35171E+17,1413,
1,C13H19ClN4O7,[M - H]-,C13H18ClN4O7-,,1,68.444,58.832,9.611,14,0.961,4.732,4.732,0.159,,377.087,36,0.605,7.35173E+17,7.35171E+17,1414,
1,C12H22O11,[M - H]-,C12H21O11-,,1,109.037,103.576,5.461,20,0.995,4.242,4.242,3.708,,341.11,36,0.605,7.35173E+17,7.35171E+17,1444,
1,C26H44O22,[M - H]-,C26H43O22-,,1,140.904,135.203,5.701,27,0.919,3.683,3.683,3.95,,707.228,36,0.607,7.35173E+17,7.35171E+17,1488,
1,C15H20N4O8,[M - H]-,C15H19N4O8-,,0.996,133.372,131.059,2.314,35,0.811,5.029,5.029,-0.854,,383.121,36,0.607,7.35173E+17,7.35171E+17,1526,
1,C5H7FN2O4S,[M - H]-,C5H6FN2O4S-,,0.657,46.359,46.359,0,8,0.955,-0.232,3.19,3.065,,209.004,36,0.607,7.35173E+17,7.35171E+17,1464,
1,C6H10N2O7S,[M - H]-,C6H9N2O7S-,,0.727,47.769,47.769,0,11,0.479,-3.321,3.823,-7.807,,253.012,36,0.607,7.35173E+17,7.35171E+17,1470,
1,C7H5BF4O5,[M - H]-,C7H4BF4O5-,,1,59.442,55.028,4.414,14,0.977,0.363,2.271,3.143,,254.014,36,0.607,7.35173E+17,7.35171E+17,1471,
1,C10H7BFN5O5,[M - H]-,C10H6BFN5O5-,,0.646,39.457,39.457,0,15,0.788,3.153,3.66,4.845,,305.05,36,0.607,7.35173E+17,7.35171E+17,1501,
1,C8H10BF5O6,[M - H]-,C8H9BF5O6-,,0.5,49.317,49.317,0,13,0.946,-0.002,2.8,3.938,,306.047,36,0.607,7.35173E+17,7.35171E+17,1502,
1,C8H10O7,[M - H]-,C8H9O7-,,0.869,10.178,10.178,0,1,0.187,2.721,2.721,2.552,,217.036,36,0.607,7.35173E+17,7.35171E+17,1506,
1,C5H7BFN5O6,[M - H]-,C5H6BFN5O6-,,0.731,27.132,24.697,2.435,7,0.871,-2.131,3.352,-2.324,,261.043,36,0.607,7.35173E+17,7.35171E+17,1508,
1,C12H10ClN3O2,[M - H]-,C12H9ClN3O2-,,0.47,18.574,18.574,0,3,0.815,2.248,2.248,2.26,,262.039,36,0.607,7.35173E+17,7.35171E+17,1509,
1,C2H4B2FN5O5,[M - H]-,C2H3B2FN5O5-,,0.193,8.34,3.449,4.891,4,0.61,4.516,4.516,6.091,,216.04,36,0.607,7.35173E+17,7.35171E+17,1513,
1,C4H8B2FN5O4S,[M - H]-,C4H7B2FN5O4S-,,0.341,38.042,38.042,0,12,0.941,-1.296,2.404,0.113,,260.047,36,0.607,7.35173E+17,7.35171E+17,1518,
1,C10H16BrN3O2,[M - H]-,C10H15BrN3O2-,,0.046,5.116,5.116,0,1,0.039,0.708,1.718,2.422,,288.036,36,0.607,7.35173E+17,7.35171E+17,1519,
1,C8H5N5O3,[M - H]-,C8H4N5O3-,,0.468,9.107,9.107,0,3,0.854,-0.871,2.545,1.548,,218.032,36,0.607,7.35173E+17,7.35171E+17,1527,
1,C12H20O12,[M - H]-,C12H19O12-,,1,184.727,182.736,1.991,40,0.941,4.269,4.269,3.183,,355.089,36,0.608,7.35173E+17,7.35171E+17,1576,
1,C8H16ClNO6,[M - H]-,C8H15ClNO6-,,1,60.24,51.652,8.588,7,0.835,4.161,4.161,3.911,,256.06,36,0.608,7.35173E+17,7.35171E+17,1435,
1,C9H17NO8,[M - H]-,C9H16NO8-,,0.942,104.084,99.141,4.943,12,0.993,3.646,3.646,3.758,,266.089,36,0.608,7.35173E+17,7.35171E+17,1450,
1,C15H27NO13,[M - H]-,C15H26NO13-,,0.805,99.438,93.593,5.846,14,0.926,4.105,4.105,2.958,,428.142,36,0.608,7.35173E+17,7.35171E+17,1539,
1,C10H2F2O4,[M - H]-,C10HF2O4-,,0.889,46.387,46.387,0,6,0.972,3.888,3.888,4.76,,222.986,36,0.608,7.35173E+17,7.35171E+17,1575,
1,C4H6N2O5S,[M - H]-,C4H5N2O5S-,,0.328,52.37,52.37,0,8,0.87,-0.95,2.732,-0.911,,192.992,36,0.608,7.35173E+17,7.35171E+17,1581,
1,C3H2N2O7,[M - H]-,C3HN2O7-,,0.974,35.178,35.178,0,4,0.959,7.409,7.409,6.984,,176.98,36,0.608,7.35173E+17,7.35171E+17,1600,
1,C6H4BF3O6,[M - H]-,C6H3BF3O6-,,0.494,75.897,71.322,4.575,11,0.935,-2.709,2.709,-0.076,,238.002,36,0.608,7.35173E+17,7.35171E+17,1626,
1,C8H4F4O4,[M - H]-,C8H3F4O4-,,0.302,67.14,67.14,0,10,0.945,1.577,2.333,3.117,,238.998,36,0.608,7.35173E+17,7.35171E+17,1627,
1,C6H3F3O4,[M - H]-,C6H2F3O4-,,0.333,63.907,63.907,0,8,0.892,-2.363,2.363,-1.317,,194.991,36,0.608,7.35173E+17,7.35171E+17,1640,
1,C36H48N2O21,[M - H]-,C36H47N2O21-,,0.603,52.853,45.558,7.294,22,0.725,2.79,2.79,-1.091,,843.267,37,0.61,7.35173E+17,7.35171E+17,1530,
1,H2OPS5,[M - H]-,HOPS5-,,0.997,-6.915,-6.915,0,1,0.003,0.265,1.194,1.709,,207.838,37,0.614,7.35173E+17,7.35171E+17,1681,
1,P3SSe,[M - H]-,-HP3SSe-,,1,-12.021,-12.173,0.153,0,0,2.508,2.508,2.549,,197.809,37,0.614,7.35173E+17,7.35171E+17,1719,
1,C20H34O17,[M - H]-,C20H33O17-,,1,162.663,159.324,3.339,35,0.941,3.85,3.85,3.681,,545.174,37,0.615,7.35173E+17,7.35171E+17,1524,
1,C6H8ClN3O3,[M - H]-,C6H7ClN3O3-,,0.949,36.546,36.546,0,7,0.991,2.233,2.533,2.586,,204.019,37,0.615,7.35173E+17,7.35171E+17,1534,
1,C10H6O5,[M - H]-,C10H5O5-,,0.996,42.722,42.722,0,4,0.938,3.39,3.39,3.869,,205.015,37,0.615,7.35173E+17,7.35171E+17,1535,
1,C3H4BClFN5O4,[M - H]-,C3H3BClFN5O4-,,0.609,59.344,59.344,0,12,0.946,0.682,3.718,1.16,,237,37,0.615,7.35173E+17,7.35171E+17,1551,
1,C5H5BF6O4,[M - H]-,C5H4BF6O4-,,0.993,43.268,43.268,0,10,0.781,0.73,1.264,1.494,,252.015,37,0.615,7.35173E+17,7.35171E+17,1552,
1,C6H6F6O4,[M - H]-,C6H5F6O4-,,0.999,71.992,71.992,0,8,0.958,-3.023,3.023,1.563,,255.01,37,0.615,7.35173E+17,7.35171E+17,1553,
1,C8H17NO6,[M - H]-,C8H16NO6-,,1,142.13,137.279,4.851,32,0.989,4.156,4.156,3.823,,222.099,37,0.616,7.35173E+17,7.35171E+17,1525,
1,C8H14O7,[M - H]-,C8H13O7-,,1,129.784,127.038,2.745,25,0.981,3.483,3.483,3.816,,221.068,37,0.616,7.35173E+17,7.35171E+17,1536,
1,C14H26ClNO11,[M - H]-,C14H25ClNO11-,,0.978,72.222,63.1,9.123,20,0.955,4.082,4.082,3.009,,418.113,37,0.616,7.35173E+17,7.35171E+17,1537,
1,C8H18ClNO6,[M - H]-,C8H17ClNO6-,,0.95,60.642,56.777,3.865,11,0.445,3.475,3.475,3.764,,258.076,37,0.616,7.35173E+17,7.35171E+17,1559,
1,C18H30O17,[M - H]-,C18H29O17-,,0.5,179.772,176.768,3.004,42,0.95,4.157,4.157,4.016,,517.143,37,0.617,7.35173E+17,7.35171E+17,1577,
1,C36H48N2O20,[M - H]-,C36H47N2O20-,,0.534,60.445,55.593,4.851,21,0.99,4.107,4.107,-0.575,,827.272,37,0.619,7.35173E+17,7.35171E+17,1580,
1,C12H24N2O4,[M - H]-,C12H23N2O4-,,1,80.555,80.248,0.307,26,0.95,5.351,5.351,5.206,,259.168,37,0.62,7.35173E+17,7.35171E+17,1611,
1,C7H12O6,[M - H]-,C7H11O6-,,1,77.785,75.256,2.53,19,0.859,4.525,4.525,4.859,,191.057,37,0.623,7.35173E+17,7.35171E+17,1583,
1,C7H14N2O3,[M - H]-,C7H13N2O3-,,1,117.44,114.993,2.448,27,0.776,4.176,4.176,3.837,,173.094,37,0.624,7.35173E+17,7.35171E+17,1573,
1,C22H24N2O9,[M - H]-,C22H23N2O9-,,1,91.116,89.152,1.964,25,0.973,4.377,4.377,-1.272,,459.14,37,0.624,7.35173E+17,7.35171E+17,1588,
1,C8H11NO3,[M - H]-,C8H10NO3-,,0.5,77.546,77.546,0,19,0.921,4.272,4.272,3.708,,168.067,37,0.624,7.35173E+17,7.35171E+17,1595,
1,C25H42O21,[M - H]-,C25H41O21-,,1,135.766,129.644,6.122,33,0.984,4.407,4.407,3.851,,677.217,38,0.627,7.35173E+17,7.35171E+17,1582,
1,C20H32N6O12S2,[M - H]-,C20H31N6O12S2-,,1,143.504,143.504,0,51,0.966,5.49,5.49,4.85,,611.148,38,0.629,7.35173E+17,7.35171E+17,1606,
1,C11H17N2O9P,[M - H]-,C11H16N2O9P-,,1,151.535,151.535,0,42,0.879,5.375,5.375,-5.555,,351.058,38,0.629,7.35173E+17,7.35171E+17,1618,
1,C35H38O13,[M - H]-,C35H37O13-,,1,86.801,86.801,0,21,0.962,4.075,4.108,-8.471,,665.218,38,0.63,7.35173E+17,7.35171E+17,1540,
1,C5H8O6,[M - H]-,C5H7O6-,,0.5,109.551,109.551,0,18,0.818,4.349,4.349,4.714,,163.026,38,0.63,7.35173E+17,7.35171E+17,1609,
1,C10H22ClFN6,[M - H]-,C10H21ClFN6-,,1,19.225,14.254,4.971,1,0.691,-4.673,4.673,-3.955,,279.149,38,0.63,7.35173E+17,7.35171E+17,1613,
1,C12H27N2O3S,[M - H]-,C12H26N2O3S-,,0.936,21.632,18.853,2.779,6,0.238,4.839,4.839,-5.293,,278.165,38,0.63,7.35173E+17,7.35171E+17,1631,
1,C13H20N4O6,[M - H]-,C13H19N4O6-,,1,83.476,83.476,0,20,0.806,5.237,5.237,4.928,,327.133,38,0.63,7.35173E+17,7.35171E+17,1669,
1,C5H6N2O6S,[M - H]-,C5H5N2O6S-,,1,45.025,45.025,0,8,0.219,-1.792,2.467,-0.274,,220.987,38,0.632,7.35173E+17,7.35171E+17,1655,
1,C22H20N2O7,[M - H]-,C22H19N2O7-,,0.999,188.465,186.197,2.268,32,0.549,4.573,4.573,-1.665,,423.119,38,0.634,7.35173E+17,7.35171E+17,1622,
1,C16H24N2O9,[M - H]-,C16H23N2O9-,,0.999,295.04,295.04,0,45,0.667,5.02,5.02,3.167,,387.142,38,0.634,7.35173E+17,7.35171E+17,1623,
1,C15H20N2O7,[M - H]-,C15H19N2O7-,,1,186.007,183.254,2.753,46,0.973,4.165,4.165,2.788,,339.121,38,0.634,7.35173E+17,7.35171E+17,1633,
1,C4H5NO6Se,[M - H]-,C4H4NO6Se-,,0.5,53.905,53.905,0,11,0.725,-2.873,3.139,2.26,,235.927,38,0.635,7.35173E+17,7.35171E+17,1350,
1,C3H5NO5Se,[M - H]-,C3H4NO5Se-,,0.333,48.789,48.789,0,14,0.212,-1.993,2.482,1.721,,207.932,38,0.635,7.35173E+17,7.35171E+17,1815,
1,C27H44O22,[M - H]-,C27H43O22-,,0.997,175.037,166.773,8.264,40,0.982,4.485,4.485,3.8,,719.228,38,0.636,7.35173E+17,7.35171E+17,1646,
1,C2H2AsNO7,[M - H]-,C2HAsNO7-,,1,18.075,18.075,0,4,0.59,4.089,4.089,3.424,,225.898,38,0.636,7.35173E+17,7.35171E+17,1824,
1,C5H4N4O3,[M - H]-,C5H3N4O3-,,1,28.855,28.855,0,5,0.369,3.627,3.627,4.948,,167.022,38,0.636,7.35173E+17,7.35171E+17,1630,
1,C11H24N2O,[M - H]-,C11H23N2O-,,1,16.187,13.749,2.438,3,0.052,5.074,5.074,5.136,,199.183,38,0.638,7.35173E+17,7.35171E+17,1635,
1,C12H24N2O3,[M - H]-,C12H23N2O3-,,1,52.355,47.638,4.717,9,0.975,4.702,4.702,5.115,,243.173,38,0.638,7.35173E+17,7.35171E+17,1642,
1,Cl2OSe,[M - H]-,Cl2-HOSe-,,1,-0.125,-0.125,0,1,0.003,2.377,3.409,-1.762,,158.848,38,0.64,7.35173E+17,7.35171E+17,1659,
1,C10H10O7,[M - H]-,C10H9O7-,,0.479,99.062,99.062,0,13,0.876,4.399,4.501,-4.465,,241.034,39,0.643,7.35173E+17,7.35171E+17,1648,
1,C7H10O5,[M - H]-,C7H9O5-,,0.333,151.32,151.32,0,26,0.876,4.091,4.091,4.641,,173.046,39,0.643,7.35173E+17,7.35171E+17,1649,
1,C16H22N2O8,[M - H]-,C16H21N2O8-,,1,210.236,208.131,2.105,55,0.971,4.288,4.288,3.172,,369.132,39,0.643,7.35173E+17,7.35171E+17,1661,
1,C17H19ClN6O4,[M - H]-,C17H18ClN6O4-,,1,136.313,129.883,6.43,46,0.93,3.422,3.465,-0.011,,405.108,39,0.643,7.35173E+17,7.35171E+17,1676,
1,C37H39NO14,[M - H]-,C37H38NO14-,,0.949,125.796,125.796,0,29,0.825,4.879,4.879,1.988,,720.231,39,0.644,7.35173E+17,7.35171E+17,1662,
1,C9H19ClN3O4P,[M - H]-,C9H18ClN3O4P-,,0.842,64.369,57.143,7.226,14,0.723,3.372,3.788,-5.683,,298.071,39,0.645,7.35173E+17,7.35171E+17,1651,
1,C12H15N5O5,[M - H]-,C12H14N5O5-,,0.25,64.038,64.038,0,18,0.759,3.687,3.687,0.22,,308.1,39,0.645,7.35173E+17,7.35171E+17,1653,
1,C29H46O23,[M - H]-,C29H45O23-,,0.5,127.342,127.342,0,28,0.97,4.186,4.186,4.675,,761.239,39,0.646,7.35173E+17,7.35171E+17,1660,
1,C11H12ClNO6S,[M - H]-,C11H11ClNO6S-,,1,51.786,51.786,0,12,0.968,-3.169,3.169,-1.123,,320,39,0.648,7.35173E+17,7.35171E+17,1664,
1,ClP2SSe,[M - H]-,Cl-HP2SSe-,,1,-11.35,-11.35,0,1,0.234,-4.121,4.121,-3.206,,201.803,39,0.65,7.35173E+17,7.35171E+17,1687,
1,FHPS5,[M - H]-,FPS5-,,0.936,-9.901,-9.901,0,0,0,8.657,8.657,8.204,,209.835,39,0.65,7.35173E+17,7.35171E+17,1700,
1,CBrCl2NO2,[M - H]-,C-HBrCl2NO2-,,0.997,-1.835,-1.835,0,0,0,-6.127,6.127,-6.069,,205.84,40,0.659,7.35173E+17,7.35171E+17,1692,
1,C9H18O10S,[M - H]-,C9H17O10S-,,1,72.344,71.868,0.477,31,0.877,4.351,4.351,4.38,,317.056,40,0.661,7.35173E+17,7.35171E+17,1670,
1,C28H40O24,[M - H]-,C28H39O24-,,0.997,93.032,93.032,0,29,0.952,4.585,4.585,4.102,,759.187,40,0.662,7.35173E+17,7.35171E+17,1686,
1,C4H7BrO4,[M - H]-,C4H6BrO4-,,0.892,17.994,17.994,0,2,0.571,-4.099,4.099,-3.983,,196.945,40,0.664,7.35173E+17,7.35171E+17,1704,
